"access_code","access_days_time","date_last_confirmed","fuel_type_code","id","open_date","restricted_access","station_name","facility_type","latitude","longitude","city","state","street_address","zip","county"
"private","Drivers must bring their own J1772 cordset for Level 1 charging","2021-02-22","ELEC",184794,"2021-01-15",NA,"NSA Annapolis / N62226-B187","FED_GOV",38.987791,-76.497667,"Annapolis","MD","145 Gorman St","21401","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",184910,"2021-02-12",NA,"BGE-Sollers Point",NA,39.244197,-76.508712,"Dundalk","MD","325 Sollers Point","21222","Baltimore County"
"public","Dealership business hours","2021-03-15","ELEC",185300,"2021-02-15",FALSE,"Tom Hodges Mitsubishi","CAR_DEALER",38.331292,-76.554201,"Hollywood","MD","24179 Tom Hodges Dr","20636","Saint Mary's County"
"public","Dealership business hours","2021-03-15","ELEC",185301,"2021-02-15",FALSE,"Fitzgerald CJDR Lexington Park","CAR_DEALER",38.277526,-76.466414,"Lexington Park","MD","22231 Three Notch Rd","20653","Saint Mary's County"
"public","24 hours daily; four hour charging limit","2021-03-15","ELEC",185302,"2021-02-15",FALSE,"St. Mary’s College of Maryland","COLLEGE_CAMPUS",38.187051,-76.426099,"St. Marys City","MD","19075 Hill Commons Dr","20686","Saint Mary's County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",185408,"2021-02-22",NA,"Royal Farms - Tesla Supercharger","CONVENIENCE_STORE",39.26857,-76.668737,"Baltimore","MD","1202 South Caton Avenue","21227","Baltimore City"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",185613,"2021-03-01",FALSE,"Village at Lee Airpark",NA,38.94323,-76.5631095,"Edgewater","MD","3 Lee Airpark Drive","21037","Anne Arundel County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",185614,"2021-03-01",FALSE,"Laurel Shopping Center",NA,39.096472,-76.855687,"Laurel","MD","910 Fairlawn Avenue","20707","Prince George's County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",185615,"2021-03-01",FALSE,"Manokeek Village Center",NA,38.6603195,-77.016389,"Accokeek","MD","7025 Berry Road","20607","Prince George's County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",185616,"2021-03-01",FALSE,"Columbia Palace Centre",NA,39.227559,-76.816892,"Columbia","MD","8805 Centre Park Drive","21045","Howard County"
"public",NA,"2023-05-06","ELEC",185637,"2021-03-06",NA,"Moms's Back Up Storage",NA,39.053019,-77.112404,"Rockville","MD","5612 Randolph Road","20852","Montgomery County"
"public","24 hours daily","2021-03-15","ELEC",185673,"2021-01-08",FALSE,"Leonardtown Library","LIBRARY",38.3152950000373,-76.6355729894409,"Leonardtown","MD","23630 Hayden Farm Ln","20650","Saint Mary's County"
"public","24 hours daily","2021-03-15","ELEC",185674,"2021-02-12",FALSE,"Park Ave Parking Lot","PARKING_LOT",38.290478,-76.63457,"Leonardtown","MD","41676 Park Ave","20650","Saint Mary's County"
"public","24 hours daily","2023-05-06","ELEC",186250,"2021-03-16",NA,"POTOMAC EDISON NEW WINDSOR",NA,39.544128,-77.107501,"New Windsor","MD","105 Green Valley Rd","21776","Carroll County"
"public","24 hours daily","2023-05-06","ELEC",186281,"2021-03-17",NA,"POTOMAC EDISON TANEYTOWN CC",NA,39.650022,-77.16028,"Taneytown","MD","502 E Baltimore St","21787","Carroll County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",186338,"2021-03-15",FALSE,"White Marsh Mall Boscov's",NA,39.376299,-76.467469,"Baltimore","MD","8200 Perry Hall Blvd","21236","Baltimore County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",186345,"2021-03-15",FALSE,"Rosewick Crossing",NA,38.5571545,-76.985237,"La Plata","MD","100 Rosewick Road","20646","Charles County"
"public","24 hours daily","2023-05-06","ELEC",186527,"2021-03-23",NA,"BGE - Essex-Rosedale",NA,39.340272,-76.466723,"Essex","MD","8914 Kelso Dr","21221","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",186817,"2021-04-02",NA,"SALES LOTS SALES LOT LEFT",NA,38.980198,-77.099144,"Bethesda","MD","7020 Arlington Rd","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",186851,"2021-04-02",NA,"HOME-2 STATION 1",NA,39.630856,-77.767868,"Hagerstown","MD","1661 Pullman Ln","21740","Washington County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",186908,"2020-12-07",FALSE,"Lakeshore Plaza Shopping Center",NA,39.120004,-76.512058,"Pasadena","MD","4315 Mountain Road","21122","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",187124,"2021-04-07",NA,"Pepco - Schrom Hill Rec Center",NA,38.985725,-76.874545,"Greenbelt","MD","6915 Hanover Pkwy","20770","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",187243,"2021-04-09",NA,"BGE - BWI Cell Lot",NA,39.186978,-76.677562,"Baltimore","MD","1001 Scott Drive","21240","Anne Arundel County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",187958,"2021-04-19",NA,"Waldorf, MD - Tesla Supercharger","CONVENIENCE_STORE",38.63024,-76.91891,"Waldorf","MD","11505 Berry Road","20603","Charles County"
"public","24 hours daily","2023-05-06","ELEC",188019,"2021-04-27",NA,"GERMANTOWN MD STATION 1",NA,39.180952,-77.264053,"Germantown","MD","19750 Germantown Rd","20874","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",188020,"2021-04-27",NA,"GERMANTOWN MD STATION 2",NA,39.180977,-77.26409,"Germantown","MD","19750 Germantown Rd","20874","Montgomery County"
"private","Business hours","2022-06-14","ELEC",188028,"2019-07-01",NA,"Bank of America - Private Bank","BANK",39.494586,-76.65756,"Hunt Valley","MD","11333 McCormick Rd","21031","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",188118,"2021-04-29",NA,"SMECO - Laurel Springs Park",NA,38.552479,-76.948137,"La Plata","MD","5940 Radio Station Rd","20646","Charles County"
"public","24 hours daily","2023-05-06","ELEC",188120,"2021-04-29",NA,"SMECO - Park Ave Parking Leonardtown",NA,38.290526,-76.634468,"Leonardtown","MD","41676 Park Ave","20650","Saint Mary's County"
"public","24 hours daily","2023-05-06","ELEC",188124,"2021-04-29",NA,"SMECO - Leonardtown Library",NA,38.31342,-76.63639,"Leonardtown","MD","23630 Hayden Farm Ln","20650","Saint Mary's County"
"public","24 hours daily","2023-05-06","ELEC",188125,"2021-04-29",NA,"SMECO - St Marys Board of Ed",NA,38.304353,-76.640143,"Leonardtown","MD","23160 Moakley St","20650","Saint Mary's County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",189000,"2021-04-19",NA,"Wawa - Tesla Supercharger","CONVENIENCE_STORE",39.39638,-76.57499,"Towson","MD","1300 E Joppa Road","21286","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",189088,"2021-04-30",NA,"SMECO - White Plains Regional Park",NA,38.578089,-76.91694,"White Plains","MD","1015 St. Charles Pkwy","20695","Charles County"
"public","24 hours daily","2023-05-06","ELEC",189304,"2021-05-06",NA,"SALES LOTS DCF EV 1",NA,38.980197,-77.099065,"Bethesda","MD","4918 Bethesda Ave","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",189347,"2021-05-07",NA,"DPL - Dorchester County Office Build",NA,38.57231,-76.07435,"Cambridge","MD","501 Court Lane","21613","Dorchester County"
"public","24 hours daily","2023-05-06","ELEC",189348,"2021-05-07",NA,"DPL - Somerset County Government Office Complex",NA,38.20858,-75.69641,"Princess Anne","MD","11916 Somerset Ave","21853","Somerset County"
"public",NA,"2023-05-05","ELEC",189364,"2021-05-07",NA,"Ashland Garage",NA,39.30118,-76.59019,"Baltimore","MD","900 N Washington Street","21205","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",189467,"2021-05-11",NA,"GREENERVOLTS 9900 MCD CPT",NA,39.09716,-77.20142,"Rockville","MD","9900 Medical Center Dr","20850","Montgomery County"
"public",NA,"2023-05-06","ELEC",189662,"2021-04-01",NA,"PGC 1400 McCormick",NA,38.908517,-76.845924,"Upper Marlboro","MD","1400 McCormick Drive","20774","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",189664,"2021-05-14",NA,"ARE MD 24 17 18",NA,39.094746,-77.196664,"Rockville","MD","9800 Medical Center Dr","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",189665,"2021-05-14",NA,"ARE MD 24 15 16",NA,39.09475,-77.196648,"Rockville","MD","9800 Medical Center Dr","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",189666,"2021-05-14",NA,"ARE MD 24 19 20",NA,39.094846,-77.196594,"Rockville","MD","9800 Medical Center Dr","20850","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",189691,"2021-05-10",FALSE,"Catonsville Plaza",NA,39.289608,-76.718854,"Baltimore","MD","5457 Baltimore National Pike","21229","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",189743,"2021-05-15",NA,"DPL - Crisfield Library",NA,37.975276,-75.858338,"Crisfield","MD","100 Collins St","21817","Somerset County"
"public","24 hours daily","2023-05-06","ELEC",189744,"2021-05-15",NA,"SMECO - Waldorf Multi-Gen Center",NA,38.617477,-76.90209,"Waldorf","MD","90 Post Office Rd","20602","Charles County"
"public",NA,"2023-05-05","ELEC",189760,"2021-05-17",NA,"Falls Grove Office Center",NA,39.101127,-77.191261,"Rockville","MD","14955 Shady Grove Rd","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",189771,"2021-05-18",NA,"BGE - Sykesville City Hall",NA,39.366214,-76.96843,"Sykesville","MD","7547 Main St","21784","Carroll County"
"public","24 hours daily","2023-05-06","ELEC",189844,"2021-05-20",NA,"DPL - Salisbury University Blackwell Lot",NA,38.344682,-75.605179,"Salisbury","MD","1101 Camden Ave","21801","Wicomico County"
"public","24 hours daily","2023-05-06","ELEC",190190,"2021-05-27",NA,"SMECO - Charles County Health Dpt",NA,38.589183,-76.945492,"White Plains","MD","4545 Crain Hwy","20695","Charles County"
"public","24 hours daily","2023-05-06","ELEC",190191,"2021-05-27",NA,"SMECO - Port Tobacco Recreation Center",NA,38.509858,-77.037826,"La Plata","MD","8190 Port Tobacco Rd","20677","Charles County"
"public","24 hours daily","2023-05-06","ELEC",190310,"2021-05-28",NA,"DPL - Worcester County Recreation Courts",NA,38.17201,-75.376468,"Snow Hill","MD","6030 Public Landing Road","21863","Worcester County"
"public","24 hours daily","2023-05-06","ELEC",190311,"2021-05-28",NA,"DPL - John Walter Smith Park",NA,38.175131,-75.377281,"Snow Hill","MD","6061 Public Landing Road","21863","Worcester County"
"public","24 hours daily","2023-05-06","ELEC",190380,"2021-05-29",NA,"Pepco - Oxon Hill Park and Ride",NA,38.799083,-77.000286,"Oxon Hill","MD","100 Monument Ave","20745","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",190381,"2021-05-29",NA,"Pepco - Forest Heights Police and Community Center",NA,38.814111,-76.997224,"Forest Heights","MD","5508 Arapahoe Drive","20745","Prince George's County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",190464,"2021-05-23",NA,"California, MD - Tesla Supercharger","SHOPPING_MALL",38.30253,-76.52266,"California","MD","44900 St. Andrew's Church Road","20616","Saint Mary's County"
"public","24 hours daily","2023-05-06","ELEC",190628,"2021-06-02",NA,"UM PTS SARATOGA #2",NA,39.29224,-76.625455,"Baltimore","MD","220 N Arch St","21201","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",190629,"2021-06-02",NA,"UM PTS SARATOGA",NA,39.292491,-76.625657,"Baltimore","MD","220 N Arch St","21201","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",190670,"2021-06-02",NA,"DPL - Somerset County Technical High School",NA,38.09988,-75.72592,"Westover","MD","7994 Tawes Campus Drive","21871","Somerset County"
"public","24 hours daily","2023-05-06","ELEC",190760,"2021-06-05",NA,"FRONT LOT RIGHT MERCEDES LOT 1",NA,38.391563,-75.57531,"Salisbury","MD","2013 US-13 BUS","21801","Wicomico County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",190813,"2021-06-01",FALSE,"Riggs Plaza",NA,38.961149,-76.9953485,"Hyattsville","MD","5815 Eastern Avenue","20782","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",190827,"2021-06-09",NA,"THE SHIRLEY STATION 1",NA,39.09918,-76.70629,"Odenton","MD","2005 Town Center Blvd","21113","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",190863,"2021-06-10",NA,"UM PTS PENN GARAGE 1",NA,39.286477,-76.625974,"Baltimore","MD","114-198 Penn St","21201","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",190897,"2021-06-11",NA,"DELIVERY AREA STORE 1",NA,39.077338,-76.944679,"Silver Spring","MD","3301 Briggs Chaney Rd","20904","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",190901,"2021-06-11",NA,"Pepco - Capitol Heights Municipal Parking",NA,38.884593,-76.91258,"Capitol Heights","MD","6053 Old Central Avenue","20743","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",190904,"2021-06-11",NA,"BGE-Maryland Zoo",NA,39.322591,-76.649895,"Baltimore","MD","1 Safari Pl","21217","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",190943,"2021-06-12",NA,"DELIVERY AREA STORE 2",NA,39.076777,-76.944419,"Silver Spring","MD","3301 Briggs Chaney Rd","20904","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",191082,"2021-06-17",NA,"POTOMAC EDISON GRANTSVILLE",NA,39.697285,-79.158027,"Grantsville","MD","171 Main St","21536","Garrett County"
"public",NA,"2023-05-06","ELEC",191332,"2013-12-20",NA,"Walgreens - Forest Hill, MD #9926",NA,39.573192,-76.385117,"Forest Hill","MD","2016 Rock Spring Rd","21050","Harford County"
"public",NA,"2023-05-06","ELEC",191337,"2018-01-24",NA,"Greenleigh FF - 6201",NA,39.360691,-76.401935,"Middle River","MD","6201 Greenleigh Avenue","21220","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",191503,"2021-06-25",NA,"BGE - Borgerding DC - MCS",NA,39.348338,-76.701865,"Baltimore","MD","5800 Wabash Ave","21215","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",191535,"2021-06-26",NA,"GROSVENOR PARK2 STATION 1",NA,39.029398,-77.105634,"Rockville","MD","10500 Rockville Pike","20852","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",191543,"2021-06-26",NA,"GERMANTOWN MD DC STATION 1",NA,39.180778,-77.264986,"Germantown","MD","19750 Germantown Rd","20874","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",191700,"2021-06-28",FALSE,"Topgolf - Germantown",NA,39.184977,-77.258597,"Germantown","MD","20101 Century Blvd","20874","Montgomery County"
"public","24 hours daily","2023-05-05","ELEC",192200,"2020-12-29",NA,"Safeway Charles St.",NA,39.3165628,-76.6168737,"Baltimore","MD","2401 N Charles St","21218","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",192689,"2021-07-09",NA,"BGE - Odenton Library",NA,39.087217,-76.70019,"Odenton","MD","1325 Annapolis Rd","21113","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",192693,"2021-07-09",NA,"BGE - Kenhill Center",NA,38.961512,-76.741338,"Bowie","MD","2614 Kenhill Dr","20715","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",192695,"2021-07-09",NA,"Pepco - Riverdale Park",NA,38.962624,-76.935336,"Riverdale Park","MD","6200 Rhode Island Ave","20737","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",192698,"2021-07-09",NA,"BGE - Hargrove DC - MCS",NA,39.236164,-76.599299,"Baltimore","MD","700 East Patapsco Ave","21225","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",192700,"2021-07-09",NA,"BGE - BWI Rideshare Lot",NA,39.1907,-76.670388,"Linthicum Heights","MD","671 Elkridge Landing Rd","21090","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",192795,"2021-07-13",NA,"SMECO - So MD Higher Education Ctr",NA,38.312812,-76.545028,"California","MD","44219 Airport Rd","20619","Saint Mary's County"
"public","24 hours daily","2023-05-06","ELEC",192945,"2021-07-17",NA,"Walmart 3489 (Rosedale, MD)",NA,39.33691,-76.48964,"Rosedale","MD","6420 PETRIE WAY RD","21030","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",192952,"2021-07-18",NA,"Pepco - Davis Hall DPW",NA,39.00395,-76.920866,"College Park","MD","9217 51st Ave","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",193088,"2021-07-22",NA,"DPL - Visitor Center Pocomoke",NA,38.004497,-75.543364,"Pocomoke","MD","144 Ocean Highway","21851","Worcester County"
"public","24 hours daily","2023-05-06","ELEC",193089,"2021-07-22",NA,"DPL - Newark Park",NA,38.249789,-75.29319,"Newark","MD","8334 Newark Rd","21841","Worcester County"
"public","24 hours daily","2023-05-06","ELEC",193090,"2021-07-22",NA,"DPL - Muir and Academy Street Parking Lot",NA,38.568722,-76.076582,"Cambridge","MD","419 Academy Street","21613","Dorchester County"
"public","24 hours daily","2023-05-06","ELEC",193210,"2021-07-27",NA,"BGE - Gotts Garage",NA,38.979394,-76.494337,"Annapolis","MD","25 Northwest St","21401","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",193334,"2021-07-30",NA,"FLETC STATION 4",NA,38.748181,-76.849333,"Cheltenham","MD","9000 Commo Rd B-4","20623","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",193358,"2021-07-30",NA,"BSU CHARGER BOWIE",NA,39.01527,-76.76065,"Bowie","MD","14000 Jericho Park Rd Building 28 ELLC","20715","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",193359,"2021-07-30",NA,"BSU CHARGER BOWIE STATE 2",NA,39.01532,-76.76076,"Bowie","MD","14000 Jericho Park Rd Building 28 ELLC","20715","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",193471,"2021-08-04",NA,"BGE-HCLS Savage Branch",NA,39.132625,-76.836328,"Laurel","MD","9525 Durness Ln","20723","Howard County"
"public","24 hours daily","2023-05-06","ELEC",193582,"2021-08-07",NA,"BGE - Crofton Library",NA,39.013612,-76.679441,"Crofton","MD","1681 Riedel Rd","21114","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",193583,"2021-08-07",NA,"BGE-100 Community Pl",NA,39.025902,-76.607371,"Crownsville","MD","100 Community Pl","21032","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",193781,"2021-08-11",NA,"White Oak Medical Center Campus - Outside Parking",NA,39.0489226,-76.9579801,"Silver Springs","MD","11890 Healing Way","20904","Montgomery County"
"public",NA,"2023-05-06","ELEC",193826,"2021-08-12",NA,"Ocean Point, LTD - The Plaza",NA,38.411111,-75.056944,"Ocean City","MD","9800 Coastal Highway","21842","Worcester County"
"public",NA,"2023-05-05","ELEC",193863,"2021-08-13",NA,"White Oak Medical Center Campus - 5th Floor",NA,39.048904,-76.95674,"Silver Springs","MD","11890 Healing Way","20904","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",193944,"2021-08-17",NA,"BGE FLEET EV ARC 286",NA,39.337471,-76.758092,"Baltimore","MD","7321 Windsor Mill Rd","21244","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",194123,"2021-08-19",NA,"BGE - Bowie City Hall",NA,38.942715,-76.729955,"Bowie","MD","15901 Excaliber Rd","20716","Prince George's County"
"public",NA,"2023-05-06","ELEC",194172,"2018-07-19",NA,"The Tower Building",NA,39.067948,-77.156234,"Rockville","MD","1101 Wootton Parkway","20852","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",194536,"2021-08-26",FALSE,"Upper Marlboro",NA,38.8113665,-76.737736,"Upper Marlboro","MD","5700 Crain Highway","20772","Prince George's County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",194549,"2021-08-26",FALSE,"Festival at Woodholme",NA,39.3880265,-76.736405,"Baltimore","MD","1809 Reisterstown Road","21208","Baltimore County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",194550,"2021-08-26",FALSE,"Green Spring Tower Square",NA,39.3385555,-76.635729,"Baltimore","MD","1020 W 41st St","21211","Baltimore City"
"public","Mon 5:00am - 11:00pm; Tue 5:00am - 11:00pm; Wed 5:00am - 11:00pm; Thu 5:00am - 11:00pm; Fri 5:00am - 11:00pm; Sat 5:00am - 11:00pm; Sun 5:00am - 10:00pm","2023-05-06","ELEC",194551,"2021-08-26",FALSE,"Giant Food, Catonsville, MD",NA,39.2818905,-76.7529905,"Baltimore","MD","6223-25 Baltimore Natl Pike","21228","Baltimore County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",194552,"2021-08-26",FALSE,"Lyndwood Square",NA,39.210195,-76.778689,"Elkridge","MD","6020 Marshalee Dr","21075","Howard County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",194553,"2021-08-26",FALSE,"Burtonsville Town Square",NA,39.11285,-76.935211,"Burtonsville","MD","15618 Old Columbia Pk","20866","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",194557,"2021-08-26",FALSE,"First Colony Shopping Center",NA,38.298501,-76.5148655,"California","MD","45101 First Colony Boulevard","20619","Saint Mary's County"
"public","24 hours daily","2023-05-06","ELEC",194720,"2015-06-29",NA,"CALT Building",NA,39.048908,-76.516564,"Arnold","MD","101 College Parkway","21012","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",194850,"2014-12-29",NA,"Eldersburg Commons",NA,39.397458,-76.934085,"Sykesville","MD","6400 Ridge Road","21784","Carroll County"
"public",NA,"2023-05-05","ELEC",194856,"2016-08-22",NA,"White Marsh",NA,39.367552,-76.453461,"White Marsh","MD","5267 Campbell Boulevard","21236","Baltimore County"
"public",NA,"2023-05-06","ELEC",194857,"2014-12-01",NA,"Beacon Place Apartments at the Kentlands",NA,39.125518,-77.242858,"Gaithersburg","MD","916 Beacon Square Court","20878","Montgomery County"
"public",NA,"2023-05-06","ELEC",194858,"2019-12-20",NA,"Greenleigh @ Crossroads Bldg EE",NA,39.360242,-76.405453,"Middle River","MD","6211 Greenleigh Avenue","21220","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",194859,"2020-06-03",NA,"Caroline Garage",NA,39.298156,-76.596722,"Baltimore","MD","1501 East Monument St.","21205","Baltimore City"
"public",NA,"2023-05-06","ELEC",194860,"2016-06-21",NA,"McElderry Garage Lower Level",NA,39.296939,-76.596513,"Baltimore","MD","1501 McElderry Street","21205","Baltimore City"
"public",NA,"2023-05-05","ELEC",194861,"2017-06-29",NA,"m. flats",NA,39.215315,-76.865666,"Columbia","MD","10101 Twin Rivers Road","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",194862,"2016-12-28",NA,"Orleans garage",NA,39.294948,-76.592286,"Baltimore","MD","1795 Orleans St","21231","Baltimore City"
"public",NA,"2023-05-06","ELEC",194863,"2011-11-30",NA,"Walgreens - Columbia, MD #11949",NA,39.219991,-76.839574,"Columbia","MD","5585 Twin Knolls Rd","21045","Howard County"
"public",NA,"2023-05-05","ELEC",194865,"2017-06-20",NA,"Gaithersburg",NA,39.113414,-77.184517,"Rockville","MD","10 Upper Rock Circle","20850","Montgomery County"
"public",NA,"2023-05-06","ELEC",194867,"2020-03-19",NA,"312 Marshall Avenue",NA,39.097582,-76.852907,"Laurel","MD","312 Marshall Avenue","20707","Prince George's County"
"public",NA,"2023-05-05","ELEC",194869,"2015-10-12",NA,"1200 East West",NA,38.989735,-77.029481,"Silver Spring","MD","1200 East West Highway","20910","Montgomery County"
"public",NA,"2023-05-05","ELEC",194871,"2017-07-05",NA,"College Park",NA,39.013815,-76.91992,"College Park","MD","9801 Rhode Island Avenue","20740","Prince George's County"
"public",NA,"2023-05-05","ELEC",194883,"2015-04-27",NA,"MOM's Organic Market Waldorf",NA,38.622432,-76.917298,"Waldorf","MD","3301 Plaza Way","20603","Charles County"
"public",NA,"2023-05-06","ELEC",195010,"2012-02-01",NA,"Walgreens - Randallstown, MD #6265",NA,39.369864,-76.800006,"Randallstown","MD","9110 Liberty Rd","21133","Baltimore County"
"public","24 hours daily","2023-05-05","ELEC",195017,"2012-03-13",NA,"4600 East West Highway",NA,38.984451,-77.092869,"Bethesda","MD","4600 East West Highway","20814","Montgomery County"
"public",NA,"2023-05-05","ELEC",195030,"2020-08-28",NA,"Everly",NA,38.892492,-76.841712,"Largo","MD","97 Capital Court","20774","Prince George's County"
